2024.11.20 04:27:49 INFO  Started: Metals version 1.4.1 in folders '/Users/zs_olef.x/Work/Major/Programing Language/Assignments/magnet_submission' for client Visual Studio Code 1.95.2.
2024.11.22 18:02:49 INFO  Started: Metals version 1.4.1 in folders '/Users/zs_olef.x/Work/Major/Programing Language/Assignments/magnet_submission' for client Visual Studio Code 1.95.3.
2024.11.22 18:02:49 WARN  Flyway upgrade recommended: H2 2.3.232 is newer than this version of Flyway and support has not been tested. The latest supported version of H2 is 2.2.224.
2024.11.22 18:02:49 INFO  no build target found for /Users/zs_olef.x/Work/Major/Programing Language/Assignments/magnet_submission/src/main/scala/kuplrg/Implementation.scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.22 18:02:50 INFO  Attempting to connect to the build server...
2024.11.22 18:02:50 INFO  Found a Bloop server running
2024.11.22 18:02:50 INFO  tracing is disabled for protocol BSP, to enable tracing of incoming and outgoing JSON messages create an empty file at /Users/zs_olef.x/Work/Major/Programing Language/Assignments/magnet_submission/.metals/bsp.trace.json or /Users/zs_olef.x/Library/Caches/org.scalameta.metals/bsp.trace.json
2024.11.22 18:02:50 INFO  Attempting to connect to the build server...
2024.11.22 18:02:50 INFO  Found a Bloop server running
2024.11.22 18:02:50 INFO  Attempting to connect to the build server...
2024.11.22 18:02:50 INFO  Found a Bloop server running
2024.11.22 18:02:50 INFO  tracing is disabled for protocol BSP, to enable tracing of incoming and outgoing JSON messages create an empty file at /Users/zs_olef.x/Work/Major/Programing Language/Assignments/magnet_submission/project/project/.metals/bsp.trace.json or /Users/zs_olef.x/Library/Caches/org.scalameta.metals/bsp.trace.json
2024.11.22 18:02:50 INFO  tracing is disabled for protocol BSP, to enable tracing of incoming and outgoing JSON messages create an empty file at /Users/zs_olef.x/Work/Major/Programing Language/Assignments/magnet_submission/project/.metals/bsp.trace.json or /Users/zs_olef.x/Library/Caches/org.scalameta.metals/bsp.trace.json
2024.11.22 18:02:50 INFO  time: Connected to build server in 0.28s
2024.11.22 18:02:50 INFO  Connected to Build server: Bloop v2.0.5
2024.11.22 18:02:50 INFO  running doctor check
2024.11.22 18:02:50 INFO  java targets: magnet_submission-build-build, root, magnet_submission-build, root-test
2024.11.22 18:02:52 WARN  Flyway upgrade recommended: H2 2.3.232 is newer than this version of Flyway and support has not been tested. The latest supported version of H2 is 2.2.224.
2024.11.22 18:02:52 INFO  time: indexed workspace in 1.95s
2024.11.22 18:02:52 INFO  compiling root (4 scala sources)
2024.11.22 18:02:52 INFO  time: compiled root in 0.38s
2024.11.22 18:02:52 INFO  compiling root (4 scala sources)
2024.11.22 18:02:52 INFO  time: compiled root in 0.36s
2024.11.22 18:03:22 INFO  compiling root (4 scala sources)
2024.11.22 18:03:22 INFO  time: compiled root in 0.35s
2024.11.22 18:03:26 WARN  Could not find semantic tokens for: file:///Users/zs_olef.x/Work/Major/Programing%20Language/Assignments/magnet_submission/src/test/scala/kuplrg/Spec.scala
2024.11.22 18:03:27 INFO  compiling root (4 scala sources)
2024.11.22 18:03:27 INFO  time: compiled root in 0.29s
2024.11.22 18:03:27 INFO  compiling root (4 scala sources)
2024.11.22 18:03:28 INFO  time: compiled root in 0.33s
2024.11.22 18:03:28 INFO  compiling root (4 scala sources)
2024.11.22 18:03:28 INFO  time: compiled root in 0.33s
2024.11.22 18:03:28 INFO  compiling root (4 scala sources)
2024.11.22 18:03:28 INFO  time: compiled root in 0.33s
2024.11.22 18:03:29 INFO  compiling root (4 scala sources)
2024.11.22 18:03:29 INFO  time: compiled root in 0.33s
2024.11.22 18:03:32 INFO  compiling root (4 scala sources)
2024.11.22 18:03:32 INFO  time: compiled root in 0.34s
2024.11.22 18:05:51 INFO  compiling root (4 scala sources)
2024.11.22 18:05:51 INFO  time: compiled root in 0.13s
2024.11.22 18:05:54 INFO  compiling root (4 scala sources)
2024.11.22 18:05:54 INFO  time: compiled root in 95ms
2024.11.22 18:05:56 INFO  compiling root (4 scala sources)
2024.11.22 18:05:56 INFO  time: compiled root in 0.13s
2024.11.22 18:06:00 INFO  compiling root (4 scala sources)
2024.11.22 18:06:00 INFO  time: compiled root in 97ms
2024.11.22 18:06:02 INFO  compiling root (4 scala sources)
2024.11.22 18:06:02 INFO  time: compiled root in 0.28s
2024.11.22 18:06:03 INFO  compiling root (4 scala sources)
2024.11.22 18:06:03 INFO  time: compiled root in 0.11s
2024.11.22 18:06:06 INFO  compiling root (4 scala sources)
2024.11.22 18:06:06 INFO  time: compiled root in 0.31s
2024.11.22 18:06:23 INFO  compiling root (4 scala sources)
2024.11.22 18:06:23 INFO  time: compiled root in 0.29s
2024.11.22 18:06:23 INFO  compiling root (4 scala sources)
2024.11.22 18:06:23 INFO  time: compiled root in 0.32s
2024.11.22 18:06:46 INFO  compiling root (4 scala sources)
2024.11.22 18:06:46 INFO  time: compiled root in 0.31s
2024.11.22 18:06:47 INFO  compiling root (4 scala sources)
2024.11.22 18:06:47 INFO  time: compiled root in 0.28s
2024.11.22 18:06:47 INFO  compiling root (4 scala sources)
2024.11.22 18:06:47 INFO  time: compiled root in 0.31s
2024.11.22 18:06:53 INFO  compiling root (4 scala sources)
2024.11.22 18:06:53 INFO  time: compiled root in 0.31s
2024.11.22 18:06:58 INFO  compiling root (4 scala sources)
2024.11.22 18:06:58 INFO  time: compiled root in 0.3s
2024.11.22 18:06:58 INFO  compiling root (4 scala sources)
2024.11.22 18:06:58 INFO  time: compiled root in 0.27s
2024.11.22 18:07:18 INFO  compiling root (4 scala sources)
2024.11.22 18:07:18 INFO  time: compiled root in 0.31s
2024.11.22 18:08:34 INFO  compiling root (4 scala sources)
2024.11.22 18:08:34 INFO  time: compiled root in 0.41s
2024.11.22 18:14:02 INFO  compiling root (4 scala sources)
2024.11.22 18:14:02 INFO  time: compiled root in 0.38s
2024.11.22 18:15:41 INFO  compiling root (4 scala sources)
2024.11.22 18:15:41 INFO  time: compiled root in 0.4s
2024.11.22 18:21:40 INFO  compiling root (4 scala sources)
2024.11.22 18:21:40 INFO  time: compiled root in 0.35s
2024.11.22 18:22:40 INFO  compiling root (4 scala sources)
2024.11.22 18:22:40 INFO  time: compiled root in 0.38s
2024.11.22 18:23:38 INFO  compiling root (4 scala sources)
2024.11.22 18:23:38 INFO  time: compiled root in 0.31s
2024.11.22 18:23:40 INFO  compiling root (4 scala sources)
2024.11.22 18:23:40 INFO  time: compiled root in 0.35s
2024.11.22 18:23:40 INFO  compiling root (4 scala sources)
2024.11.22 18:23:40 INFO  time: compiled root in 0.36s
2024.11.22 18:23:52 INFO  compiling root (4 scala sources)
2024.11.22 18:23:52 INFO  time: compiled root in 0.31s
2024.11.22 18:26:53 INFO  compiling root (4 scala sources)
2024.11.22 18:26:53 INFO  time: compiled root in 0.36s
2024.11.22 18:30:42 INFO  compiling root (4 scala sources)
2024.11.22 18:30:42 INFO  time: compiled root in 0.4s
2024.11.22 18:30:50 INFO  compiling root (4 scala sources)
2024.11.22 18:30:50 INFO  time: compiled root in 0.15s
2024.11.22 18:30:54 INFO  compiling root (4 scala sources)
2024.11.22 18:30:54 INFO  time: compiled root in 0.3s
2024.11.22 18:30:55 INFO  compiling root (4 scala sources)
2024.11.22 18:30:55 INFO  time: compiled root in 0.35s
2024.11.22 18:30:55 INFO  compiling root (4 scala sources)
2024.11.22 18:30:55 INFO  time: compiled root in 0.35s
2024.11.22 18:31:18 INFO  compiling root (4 scala sources)
2024.11.22 18:31:18 INFO  time: compiled root in 0.31s
2024.11.22 18:31:22 INFO  compiling root (4 scala sources)
2024.11.22 18:31:22 INFO  time: compiled root in 0.33s
2024.11.22 18:31:53 INFO  compiling root (4 scala sources)
2024.11.22 18:31:53 INFO  time: compiled root in 0.14s
2024.11.22 18:31:57 INFO  compiling root (4 scala sources)
2024.11.22 18:31:57 INFO  time: compiled root in 0.15s
2024.11.22 18:31:57 WARN  Could not find 'Finally' using presentation compiler nor semanticdb. Trying to guess the definition using available information from local class context. 
2024.11.22 18:31:58 INFO  compiling root (4 scala sources)
2024.11.22 18:31:58 INFO  time: compiled root in 0.15s
2024.11.22 18:31:58 INFO  compiling root (4 scala sources)
2024.11.22 18:31:58 WARN  Could not find 'Finally' using presentation compiler nor semanticdb. Trying to guess the definition using available information from local class context. 
2024.11.22 18:31:58 INFO  time: compiled root in 0.12s
2024.11.22 18:31:58 INFO  compiling root (4 scala sources)
2024.11.22 18:31:58 INFO  time: compiled root in 0.13s
2024.11.22 18:32:16 INFO  compiling root (4 scala sources)
2024.11.22 18:32:16 INFO  time: compiled root in 0.11s
2024.11.22 18:32:21 INFO  compiling root (4 scala sources)
2024.11.22 18:32:21 INFO  time: compiled root in 0.1s
2024.11.22 18:32:23 INFO  compiling root (4 scala sources)
2024.11.22 18:32:23 INFO  time: compiled root in 0.1s
2024.11.22 18:32:31 INFO  compiling root (4 scala sources)
2024.11.22 18:32:31 INFO  time: compiled root in 0.11s
2024.11.22 18:32:31 INFO  compiling root (4 scala sources)
2024.11.22 18:32:31 INFO  time: compiled root in 73ms
2024.11.22 18:32:31 INFO  compiling root (4 scala sources)
2024.11.22 18:32:31 INFO  time: compiled root in 86ms
2024.11.22 18:32:31 INFO  compiling root (4 scala sources)
2024.11.22 18:32:31 INFO  time: compiled root in 78ms
2024.11.22 18:32:31 INFO  compiling root (4 scala sources)
2024.11.22 18:32:31 INFO  time: compiled root in 85ms
2024.11.22 18:32:31 INFO  compiling root (4 scala sources)
2024.11.22 18:32:31 INFO  time: compiled root in 75ms
2024.11.22 18:32:40 INFO  compiling root (4 scala sources)
2024.11.22 18:32:40 INFO  time: compiled root in 0.32s
2024.11.22 18:32:42 INFO  compiling root (4 scala sources)
2024.11.22 18:32:42 INFO  time: compiled root in 74ms
2024.11.22 18:32:44 INFO  compiling root (4 scala sources)
2024.11.22 18:32:44 INFO  time: compiled root in 0.29s
2024.11.22 18:32:47 INFO  compiling root (4 scala sources)
2024.11.22 18:32:47 INFO  time: compiled root in 0.33s
2024.11.22 18:32:49 INFO  compiling root (4 scala sources)
2024.11.22 18:32:49 INFO  time: compiled root in 0.34s
2024.11.22 18:33:03 INFO  compiling root (4 scala sources)
2024.11.22 18:33:03 INFO  time: compiled root in 0.37s
2024.11.22 18:33:03 INFO  compiling root (4 scala sources)
2024.11.22 18:33:03 INFO  time: compiled root in 0.31s
2024.11.22 18:34:07 INFO  compiling root (4 scala sources)
2024.11.22 18:34:07 INFO  time: compiled root in 0.12s
2024.11.22 18:34:09 INFO  compiling root (4 scala sources)
2024.11.22 18:34:09 INFO  time: compiled root in 0.34s
2024.11.22 18:34:09 INFO  compiling root (4 scala sources)
2024.11.22 18:34:09 INFO  time: compiled root in 0.35s
2024.11.22 18:34:09 INFO  compiling root (4 scala sources)
2024.11.22 18:34:11 INFO  time: compiled root in 0.32s
2024.11.22 18:34:11 INFO  compiling root (4 scala sources)
2024.11.22 18:34:11 INFO  time: compiled root in 0.32s
2024.11.22 18:34:26 INFO  compiling root (4 scala sources)
2024.11.22 18:34:26 INFO  time: compiled root in 0.28s
2024.11.22 18:34:27 INFO  compiling root (4 scala sources)
2024.11.22 18:34:27 INFO  time: compiled root in 0.3s
2024.11.22 18:34:35 INFO  compiling root (4 scala sources)
2024.11.22 18:34:35 INFO  time: compiled root in 0.3s
2024.11.22 18:34:36 INFO  compiling root (4 scala sources)
2024.11.22 18:34:36 INFO  time: compiled root in 0.27s
2024.11.22 18:36:35 INFO  compiling root (4 scala sources)
2024.11.22 18:36:35 INFO  time: compiled root in 0.32s
2024.11.22 18:36:56 INFO  compiling root (4 scala sources)
2024.11.22 18:36:56 INFO  time: compiled root in 0.31s
2024.11.22 18:38:07 WARN  Could not find semantic tokens for: file:///Users/zs_olef.x/Work/Major/Programing%20Language/Assignments/magnet_submission/src/test/scala/kuplrg/Spec.scala
2024.11.22 18:38:09 INFO  compiling root (4 scala sources)
2024.11.22 18:38:09 INFO  time: compiled root in 0.36s
2024.11.22 18:39:02 WARN  Could not find semantic tokens for: file:///Users/zs_olef.x/Work/Major/Programing%20Language/Assignments/magnet_submission/src/test/scala/kuplrg/Spec.scala
2024.11.22 18:39:03 INFO  compiling root (4 scala sources)
2024.11.22 18:39:03 INFO  time: compiled root in 0.33s
2024.11.22 18:40:27 INFO  compiling root (4 scala sources)
2024.11.22 18:40:27 INFO  time: compiled root in 0.37s
2024.11.22 18:52:38 INFO  compiling root (4 scala sources)
2024.11.22 18:52:38 INFO  time: compiled root in 0.4s
2024.11.22 18:52:50 INFO  compiling root (4 scala sources)
2024.11.22 18:52:50 INFO  time: compiled root in 0.34s
2024.11.22 18:53:03 INFO  compiling root (4 scala sources)
2024.11.22 18:53:03 INFO  time: compiled root in 0.3s
2024.11.22 18:53:05 INFO  compiling root (4 scala sources)
2024.11.22 18:53:05 INFO  time: compiled root in 0.31s
2024.11.22 18:53:08 INFO  compiling root (4 scala sources)
2024.11.22 18:53:08 INFO  time: compiled root in 0.32s
2024.11.22 18:53:08 INFO  compiling root (4 scala sources)
2024.11.22 18:53:08 INFO  time: compiled root in 0.33s
2024.11.22 18:53:08 INFO  compiling root (4 scala sources)
2024.11.22 18:53:09 INFO  time: compiled root in 0.34s
2024.11.22 18:53:27 INFO  compiling root (4 scala sources)
2024.11.22 18:53:27 INFO  time: compiled root in 0.3s
2024.11.22 18:53:30 INFO  compiling root (4 scala sources)
2024.11.22 18:53:30 INFO  time: compiled root in 0.36s
2024.11.22 18:53:32 INFO  compiling root (4 scala sources)
2024.11.22 18:53:32 INFO  time: compiled root in 0.39s
2024.11.22 18:53:33 INFO  compiling root (4 scala sources)
2024.11.22 18:53:33 INFO  time: compiled root in 0.31s
2024.11.22 18:54:16 INFO  compiling root (4 scala sources)
2024.11.22 18:54:16 INFO  time: compiled root in 0.35s
2024.11.22 18:54:58 INFO  compiling root (4 scala sources)
2024.11.22 18:54:58 INFO  time: compiled root in 0.34s
2024.11.22 18:55:00 INFO  compiling root (4 scala sources)
2024.11.22 18:55:00 INFO  time: compiled root in 0.35s
2024.11.22 18:55:20 INFO  compiling root (4 scala sources)
2024.11.22 18:55:20 INFO  time: compiled root in 0.33s
Nov 22, 2024 6:55:21 PM org.eclipse.lsp4j.jsonrpc.RemoteEndpoint handleCancellation
WARNING: Unmatched cancel notification for request id 1883
2024.11.22 18:55:24 INFO  compiling root (4 scala sources)
2024.11.22 18:55:24 INFO  time: compiled root in 0.3s
2024.11.22 18:55:25 INFO  compiling root (4 scala sources)
2024.11.22 18:55:25 INFO  time: compiled root in 0.32s
2024.11.22 18:56:19 INFO  compiling root (4 scala sources)
2024.11.22 18:56:19 INFO  time: compiled root in 0.34s
2024.11.22 19:00:56 INFO  compiling root (4 scala sources)
2024.11.22 19:00:56 INFO  time: compiled root in 0.35s
2024.11.22 19:00:57 INFO  compiling root (4 scala sources)
2024.11.22 19:00:57 INFO  time: compiled root in 0.35s
2024.11.22 19:00:57 INFO  compiling root (4 scala sources)
2024.11.22 19:00:58 WARN  Could not find 'Finally' using presentation compiler nor semanticdb. Trying to guess the definition using available information from local class context. 
2024.11.22 19:00:57 INFO  time: compiled root in 0.32s
2024.11.22 19:00:57 INFO  compiling root (4 scala sources)
2024.11.22 19:00:57 INFO  time: compiled root in 0.3s
2024.11.22 19:01:35 INFO  compiling root (4 scala sources)
2024.11.22 19:01:35 INFO  time: compiled root in 0.15s
2024.11.22 19:01:38 INFO  compiling root (4 scala sources)
2024.11.22 19:01:38 INFO  time: compiled root in 0.33s
2024.11.22 19:01:39 INFO  compiling root (4 scala sources)
2024.11.22 19:01:39 INFO  time: compiled root in 0.34s
2024.11.22 19:01:51 WARN  Flyway upgrade recommended: H2 2.3.232 is newer than this version of Flyway and support has not been tested. The latest supported version of H2 is 2.2.224.
2024.11.22 19:01:51 INFO  no build target found for /Users/zs_olef.x/Downloads/Implementation (1).scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.22 19:01:51 INFO  no build target found for /Users/zs_olef.x/Downloads/Implementation (1).scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.22 19:01:51 INFO  no build target found for /Users/zs_olef.x/Downloads/Implementation (1).scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.22 19:01:51 INFO  no build target found for /Users/zs_olef.x/Downloads/Implementation (1).scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.22 19:01:52 INFO  Running List(/Users/zs_olef.x/Library/Application Support/Coursier/bin/scala-cli, bsp, --workspace, /var/folders/l5/qqwf31rd1sx1kmrxvwshn7gr0000gn/T/metals-scala-cli16576030790495229764, --semantic-db-source-root, /Users/zs_olef.x/Downloads, /Users/zs_olef.x/Downloads/Implementation (1).scala)
2024.11.22 19:01:52 INFO  tracing is disabled for protocol BSP, to enable tracing of incoming and outgoing JSON messages create an empty file at /Users/zs_olef.x/Downloads/.metals/bsp.trace.json or /Users/zs_olef.x/Library/Caches/org.scalameta.metals/bsp.trace.json
2024.11.22 19:01:53 INFO  no build target found for /Users/zs_olef.x/Downloads/Implementation (1).scala. Using presentation compiler with project's scala-library version: 3.3.4
2024.11.22 19:01:53 INFO  Connected to Scala CLI server v1.5.0
2024.11.22 19:01:54 INFO  compiling metals-scala-cli16576030790495229764_33b3f60646-ece230fd3d (1 scala source)
2024.11.22 19:01:54 INFO  time: compiled metals-scala-cli16576030790495229764_33b3f60646-ece230fd3d in 55ms
